userName,score,at,content,Label,text_clean
Pengguna Google,5,2026-08-28 16:36:00,bagus sekalisaya puas dan suka,Positif,bagus sekalisaya puas dan suka
Pengguna Google,5,2026-08-28 16:22:23,aku cinta dola,Netral,aku cinta dola
Pengguna Google,5,2026-08-28 16:16:08,Dola memang hebat kamu harus mencobanya guys,Positif,dola memang hebat kamu harus mencobanya guys
Pengguna Google,5,2026-08-28 16:02:05,tanggapan nya cepet apa yang kita minta di buat suka kk dehhh,Positif,tanggapan nya cepet apa yang kita minta di buat suka kk dehhh
Pengguna Google,3,2026-08-28 15:47:48,Tolong perbaiki servermu dengan cepat,Positif,tolong perbaiki servermu dengan cepat
Pengguna Google,2,2026-08-28 15:47:47,berkat dola nilai gue nol,Netral,berkat dola nilai gue nol
Pengguna Google,5,2026-08-28 15:30:59,pokok nya dola mantap endebeshhttt,Positif,pokok nya dola mantap endebeshhttt
Pengguna Google,5,2026-08-28 15:27:59,cara pengubahan fotonya bisa sesuai dengan pikiran kita,Netral,cara pengubahan fotonya bisa sesuai dengan pikiran kita
Pengguna Google,1,2026-08-28 15:25:43,Gusy maaf banget gusy jadi pas aku download gabisa berulang² aku download,Netral,gusy maaf banget gusy jadi pas aku download gabisa berulang² aku download
Pengguna Google,5,2026-08-28 15:17:58,bgus bgt,Netral,bgus bgt
Pengguna Google,5,2026-08-28 15:16:46,Dola memang Aplikasi Keren,Positif,dola memang aplikasi keren
Pengguna Google,5,2026-08-28 15:05:57,foto kamera jadi lebih bagus,Positif,foto kamera jadi lebih bagus
Pengguna Google,4,2026-08-28 15:03:25,hmm gimana ya pas saya download lama banget,Netral,hmm gimana ya pas saya download lama banget
Pengguna Google,5,2026-08-28 14:58:47,sangat baik dan saya suka mencari jawaban di sini,Positif,sangat baik dan saya suka mencari jawaban di sini
Pengguna Google,5,2026-08-28 14:57:26,makasih dolaa,Netral,makasih dolaa
Pengguna Google,5,2026-08-28 14:55:48,aplikasi yg bagus ternyata tidak semua bisa di edit apalagi salah guna aplikasi ini,Positif,aplikasi yg bagus ternyata tidak semua bisa di edit apalagi salah guna aplikasi ini
Pengguna Google,5,2026-08-28 14:53:55,saya suka dengan aplikasi ini,Positif,saya suka dengan aplikasi ini
Pengguna Google,5,2026-08-28 14:51:46,cepat tepat dan benar singkat saja sikikk ayaaa,Positif,cepat tepat dan benar singkat saja sikikk ayaaa
Pengguna Google,5,2026-08-28 14:49:13,bagus pol,Positif,bagus pol
Pengguna Google,5,2026-08-28 14:48:09,sangat mudah untuk bertanya memudahkan orang introvert,Positif,sangat mudah untuk bertanya memudahkan orang introvert
Pengguna Google,5,2026-08-28 14:45:28,semangat ya meng update nya biar sangat sangat sangat sangat sangat sangat sangat canggih,Positif,semangat ya meng update nya biar sangat sangat sangat sangat sangat sangat sangat canggih
Pengguna Google,1,2026-08-28 14:44:56,saya ingin mengajukan hal yang sangat saya benci dari aplikasi ini saya membutuhkan aplikasi ini untuk mencerahkan hal hal yang penting dan bersifat pribadi dan pembahasan yang sedikit negatif saya tidak suka di peringatkan dan di nasehatin tentang apa yang saya cerita kan mau berbahaya hukum atau apapun itu saya mohon pengertian nya terimakasih,Negatif,saya ingin mengajukan hal yang sangat saya benci dari aplikasi ini saya membutuhkan aplikasi ini untuk mencerahkan hal hal yang penting dan bersifat pribadi dan pembahasan yang sedikit negatif saya tidak suka di peringatkan dan di nasehatin tentang apa yang saya cerita kan mau berbahaya hukum atau apapun itu saya mohon pengertian nya terimakasih
Pengguna Google,5,2026-08-28 14:43:06,sanggat membantu,Positif,sanggat membantu
Pengguna Google,5,2026-08-28 14:40:33,bagus bgt nih baik bgt KLO mau curhat bisa bgt ke dolaa kloo apa¹ bisa bgtt ke Dola yukss download,Positif,bagus bgt nih baik bgt klo mau curhat bisa bgt ke dolaa kloo apa¹ bisa bgtt ke dola yukss download
Pengguna Google,5,2026-08-28 14:38:09,dola nya oon,Netral,dola nya oon
Pengguna Google,1,2026-08-28 14:35:33,Setelah update fitur auto speech saya sungguh terganggu Suara AI yang terdengar kaku dan tidak natural membuat saya malas mendengarnya Terlebih lagi sering kali auto speech nya mengalami eror Informasi yang diberikan pun terasa kurang akurat dan tidak meyakinkan yang membuat saya frustasi,Netral,setelah update fitur auto speech saya sungguh terganggu suara ai yang terdengar kaku dan tidak natural membuat saya malas mendengarnya terlebih lagi sering kali auto speech nya mengalami eror informasi yang diberikan pun terasa kurang akurat dan tidak meyakinkan yang membuat saya frustasi
Pengguna Google,5,2026-08-28 14:34:21,Dola ini sangat bagus untuk anak pelajar yg ingin belajar dengan cepatdan apa saja yg kita tanyakan kepada Dola pasti akan dijawab dengan benar dan cepat,Positif,dola ini sangat bagus untuk anak pelajar yg ingin belajar dengan cepatdan apa saja yg kita tanyakan kepada dola pasti akan dijawab dengan benar dan cepat
Pengguna Google,4,2026-08-28 14:33:57,keren dan sangat membantu mengedit foto,Positif,keren dan sangat membantu mengedit foto
Pengguna Google,5,2026-08-28 14:33:14,Membantu mengerjakan soal yang sulit,Netral,membantu mengerjakan soal yang sulit
Pengguna Google,5,2026-08-28 14:30:14,mantaapp,Netral,mantaapp
Pengguna Google,5,2026-08-28 14:28:00,tingkatkan,Netral,tingkatkan
Pengguna Google,5,2026-08-28 14:21:14,bagusaku mau aktifkan untuk ngobrol tapi tidak bisa,Positif,bagusaku mau aktifkan untuk ngobrol tapi tidak bisa
Pengguna Google,5,2026-08-28 14:19:47,dola sanagat rekoment untuk membantu kegiatan sehari hari,Positif,dola sanagat rekoment untuk membantu kegiatan sehari hari
Pengguna Google,5,2026-08-28 14:17:55,𝑑𝑜𝑙𝑎 𝑖𝑛𝑖 𝑏𝑖𝑠𝑎 𝑚𝑒𝑛𝑜𝑙𝑜𝑛𝑔 𝑎𝑘𝑢 𝑝𝑎𝑠 𝑝𝑟𝑙𝑎𝑗𝑎𝑟𝑎𝑛 𝑦𝑔 𝑠𝑢𝑙𝑖𝑡 𝑡𝑟𝑖𝑚𝑎𝒉𝑘𝑎𝑠𝑖𝒉 𝑏𝑎𝑛𝑦𝑎𝑘 𝑦𝑎 𝑑𝑜𝑙𝑎 𝑎𝑘𝑢 𝑏𝑒𝑟𝑢𝑛𝑡𝑢𝑛𝑔 𝑝𝑢𝑛𝑦𝑎 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑖𝑛𝑖,Netral,𝑑𝑜𝑙𝑎 𝑖𝑛𝑖 𝑏𝑖𝑠𝑎 𝑚𝑒𝑛𝑜𝑙𝑜𝑛𝑔 𝑎𝑘𝑢 𝑝𝑎𝑠 𝑝𝑟𝑙𝑎𝑗𝑎𝑟𝑎𝑛 𝑦𝑔 𝑠𝑢𝑙𝑖𝑡 𝑡𝑟𝑖𝑚𝑎𝒉𝑘𝑎𝑠𝑖𝒉 𝑏𝑎𝑛𝑦𝑎𝑘 𝑦𝑎 𝑑𝑜𝑙𝑎 𝑎𝑘𝑢 𝑏𝑒𝑟𝑢𝑛𝑡𝑢𝑛𝑔 𝑝𝑢𝑛𝑦𝑎 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑖𝑛𝑖
Pengguna Google,5,2026-08-28 14:12:46,apk yng sangt berguna,Positif,apk yng sangt berguna
Pengguna Google,5,2026-08-28 14:09:29,teman terbaik,Positif,teman terbaik
Pengguna Google,5,2026-08-28 14:08:28,setiap bosen ngobrol bareng sama dola,Netral,setiap bosen ngobrol bareng sama dola
Pengguna Google,4,2026-08-28 14:06:52,Tolong ya Pas buat cerita saya pertengahan cerita nya ada Percakapan nya malah dianggap Gambar,Netral,tolong ya pas buat cerita saya pertengahan cerita nya ada percakapan nya malah dianggap gambar
Pengguna Google,5,2026-08-28 14:04:28,luar biasa,Positif,luar biasa
Pengguna Google,5,2026-08-28 14:04:24,memudahkan urusan saya membantu menjawab pertanyaan²,Positif,memudahkan urusan saya membantu menjawab pertanyaan²
Pengguna Google,5,2026-08-28 14:02:38,aku kalo ngerjain pr selalu,Netral,aku kalo ngerjain pr selalu
Pengguna Google,5,2026-08-28 14:02:38,bagus sekali dalam mengedit gambar,Positif,bagus sekali dalam mengedit gambar
Pengguna Google,1,2026-08-28 13:59:24,mb nya gede bangett,Netral,mb nya gede bangett
Pengguna Google,5,2026-08-28 13:59:02,bagus saya suka catnya tapi yang bagian ketik pilih AI lain di munculin lagi tolong,Positif,bagus saya suka catnya tapi yang bagian ketik pilih ai lain di munculin lagi tolong
Pengguna Google,5,2026-08-28 13:58:14,baik ramah bagus kalian ayo pake,Positif,baik ramah bagus kalian ayo pake
Pengguna Google,5,2026-08-28 13:53:53,bisa di ajak bercanda,Netral,bisa di ajak bercanda
Pengguna Google,5,2026-08-28 13:50:15,saya sangat puas dengan aplikasi Dola ini,Positif,saya sangat puas dengan aplikasi dola ini
Pengguna Google,5,2026-08-28 13:48:27,saya suka sekali pakai Dola mudah dan karena gratis yang pasti,Positif,saya suka sekali pakai dola mudah dan karena gratis yang pasti
Pengguna Google,5,2026-08-28 13:48:10,tapi kalo soal Poto agak bodoh,Netral,tapi kalo soal poto agak bodoh
Pengguna Google,5,2026-08-28 13:39:59,terimakasi Dola nilai aku terus baik salam saya Rendi ini akun ibu saya,Positif,terimakasi dola nilai aku terus baik salam saya rendi ini akun ibu saya
Pengguna Google,5,2026-08-28 13:32:40,dapet ngebantu,Netral,dapet ngebantu
Pengguna Google,5,2026-08-28 13:32:37,seru wuy,Netral,seru wuy
Pengguna Google,5,2026-08-28 13:32:12,sangat ramah baik selalu sama aku ya sayangg,Positif,sangat ramah baik selalu sama aku ya sayangg
Pengguna Google,5,2026-08-28 13:28:35,makasih dola ada kamu aku jadi senang,Positif,makasih dola ada kamu aku jadi senang
Pengguna Google,5,2026-08-28 13:23:52,baik ramah,Positif,baik ramah
Pengguna Google,5,2026-08-28 13:15:36,tuh aku udah kasih bintang,Netral,tuh aku udah kasih bintang
Pengguna Google,5,2026-08-28 13:14:07,DOLA sangat membantu banget,Positif,dola sangat membantu banget
Pengguna Google,4,2026-08-28 13:13:52,very good can help with homework,Netral,very good can help with homework
Pengguna Google,5,2026-08-28 13:12:03,hebat tapi kayak ada bug gitu pesan nya kepotong gak dilanjutkan meta ai,Netral,hebat tapi kayak ada bug gitu pesan nya kepotong gak dilanjutkan meta ai
Pengguna Google,5,2026-08-28 13:10:21,sangat puas dngan jwbannya,Positif,sangat puas dngan jwbannya
Pengguna Google,1,2026-08-28 13:09:11,males sama ocean si dola,Netral,males sama ocean si dola
Pengguna Google,5,2026-08-28 13:09:05,makasih banget nggak ada yg buruk akuu mau nangis makasih dolaa,Negatif,makasih banget nggak ada yg buruk akuu mau nangis makasih dolaa
Pengguna Google,5,2026-08-28 13:07:41,PR saya betul semua gara gara Dola ini Lohh mantap kali lah no Dola aku beri bintang Dola cuma PR matematika doang yang salah sama Dola tapi ga papa lah Sekali Kali aja salah ya kan Dola mantap kali ni aku beri,Positif,pr saya betul semua gara gara dola ini lohh mantap kali lah no dola aku beri bintang dola cuma pr matematika doang yang salah sama dola tapi ga papa lah sekali kali aja salah ya kan dola mantap kali ni aku beri
Pengguna Google,5,2026-08-28 13:05:58,bijak polll,Netral,bijak polll
Pengguna Google,5,2026-08-28 13:05:24,untuk kejujuran dan kebenaran dia masih labil minus KLO LG bicara gak bisa di potong gak bisa bedain suara orang,Netral,untuk kejujuran dan kebenaran dia masih labil minus klo lg bicara gak bisa di potong gak bisa bedain suara orang
Pengguna Google,5,2026-08-28 13:04:17,sangat keren dan kalau kita pertanyaan sesuatu akan cepat keluar jawabannya aku akan membelikan bintang untuk dolar Terima kasih sudah membantuku dalam belajar mengerjakan PR dan aktivitas lainnya,Positif,sangat keren dan kalau kita pertanyaan sesuatu akan cepat keluar jawabannya aku akan membelikan bintang untuk dolar terima kasih sudah membantuku dalam belajar mengerjakan pr dan aktivitas lainnya
Pengguna Google,5,2026-08-28 13:04:11,sangat tepat saya menyukai nya,Netral,sangat tepat saya menyukai nya
Pengguna Google,4,2026-08-28 13:02:06,kakak aplikasinya bagus cuma habis diupdate kok ga bisa di buka malah balik ke beranda,Positif,kakak aplikasinya bagus cuma habis diupdate kok ga bisa di buka malah balik ke beranda
Pengguna Google,5,2026-08-28 12:57:20,dola bisa apa pun,Netral,dola bisa apa pun
Pengguna Google,5,2026-08-28 12:56:52,menurut ku dola bagus bisa membantu mengerjakan soal dan berguna banget,Positif,menurut ku dola bagus bisa membantu mengerjakan soal dan berguna banget
Pengguna Google,2,2026-08-28 12:54:42,tapi daya ingat nya lemah kemarin cerita inipas cerita lagi malah gk nyambung,Netral,tapi daya ingat nya lemah kemarin cerita inipas cerita lagi malah gk nyambung
Pengguna Google,5,2026-08-28 12:51:47,gg mantap Dola kamu gak kayak meta ai,Positif,gg mantap dola kamu gak kayak meta ai
Pengguna Google,1,2026-08-28 12:51:44,ga baik banget kalo misalnya ditangan siswi siswa karena mereka bisa aja kehilangan niat belajar dan bergantung dengan aplikasi ai,Negatif,ga baik banget kalo misalnya ditangan siswi siswa karena mereka bisa aja kehilangan niat belajar dan bergantung dengan aplikasi ai
Pengguna Google,5,2026-08-28 12:51:29,bagus bisa bantu kegiatan sehari hari,Positif,bagus bisa bantu kegiatan sehari hari
Pengguna Google,5,2026-08-28 12:49:41,aku senang karena ada Dola yang menemani ku belajar setiap hari,Positif,aku senang karena ada dola yang menemani ku belajar setiap hari
Pengguna Google,5,2026-08-28 12:48:53,Mantap,Positif,mantap
Pengguna Google,5,2026-08-28 12:48:51,aplikasi ini berguna banget karena bisa nanya resep atau soal jawaban dengan mudh,Positif,aplikasi ini berguna banget karena bisa nanya resep atau soal jawaban dengan mudh
Pengguna Google,4,2026-08-28 12:45:51,ada masalah sedikit apl ini mohon di perbaiki lagi,Netral,ada masalah sedikit apl ini mohon di perbaiki lagi
Pengguna Google,5,2026-08-28 12:44:52,cepet dapat nilai terus aku makasih dla,Netral,cepet dapat nilai terus aku makasih dla
Pengguna Google,5,2026-08-28 12:42:14,sangat mempermudah belajar,Netral,sangat mempermudah belajar
Pengguna Google,5,2026-08-28 12:39:00,ini bagus bisa cari jawaban Tapi coba jangan pake WiFi,Positif,ini bagus bisa cari jawaban tapi coba jangan pake wifi
Pengguna Google,5,2026-08-28 12:38:22,mantap,Positif,mantap
Pengguna Google,5,2026-08-28 12:37:54,bagus kasih jawabanya,Positif,bagus kasih jawabanya
Pengguna Google,5,2026-08-28 12:30:50,makasih sdh mau bantu menjawab pertanyaan yg di lampirkan oleh saya,Netral,makasih sdh mau bantu menjawab pertanyaan yg di lampirkan oleh saya
Pengguna Google,5,2026-08-28 12:30:38,mantap,Positif,mantap
Pengguna Google,5,2026-08-28 12:25:43,menolong banget,Netral,menolong banget
Pengguna Google,5,2026-08-28 12:22:29,rumah kedua,Netral,rumah kedua
Pengguna Google,5,2026-08-28 12:22:15,dola asisten jira,Netral,dola asisten jira
Pengguna Google,5,2026-08-28 12:20:06,sangat bermanfaat,Positif,sangat bermanfaat
Pengguna Google,5,2026-08-28 12:19:22,Cerdas,Netral,cerdas
Pengguna Google,5,2026-08-28 12:17:59,jos banget,Netral,jos banget
Pengguna Google,5,2026-08-28 12:17:19,bagus dan sangat membantu dalam kehidupan seharihari yang penuh dengan tugas yang rumit rumit,Positif,bagus dan sangat membantu dalam kehidupan seharihari yang penuh dengan tugas yang rumit rumit
Pengguna Google,3,2026-08-28 12:16:48,Bot nya ngapa dihapus Padahal klo mood lg ga baik aku selalu curhat sama bot nya Lebih suka yg dulu Cici,Netral,bot nya ngapa dihapus padahal klo mood lg ga baik aku selalu curhat sama bot nya lebih suka yg dulu cici
Pengguna Google,3,2026-08-28 12:15:47,baru mulai semoga cocok,Netral,baru mulai semoga cocok
Pengguna Google,5,2026-08-28 12:14:16,sangat ofisien makasi suda menemani saya dalam belajar,Netral,sangat ofisien makasi suda menemani saya dalam belajar
Pengguna Google,5,2026-08-28 12:14:05,Dola sangat hebat dan pintar,Positif,dola sangat hebat dan pintar
Pengguna Google,5,2026-08-28 12:13:37,semuanya bisa jawab SUKA DEH,Positif,semuanya bisa jawab suka deh
Pengguna Google,5,2026-08-28 12:13:04,wo bener semuaa PR sayaaa,Netral,wo bener semuaa pr sayaaa
Pengguna Google,4,2026-08-28 12:08:06,cukup baik kadang ada yang salah isi nya,Positif,cukup baik kadang ada yang salah isi nya
Pengguna Google,5,2026-08-28 12:07:37,sangat membantu pekerjaan,Positif,sangat membantu pekerjaan
Pengguna Google,5,2026-08-28 12:02:57,saya senang mempunyai aplikasi ini,Positif,saya senang mempunyai aplikasi ini
Pengguna Google,5,2026-08-28 11:58:45,sangat bagus dan membantu kegiatan sehari hari,Positif,sangat bagus dan membantu kegiatan sehari hari
Pengguna Google,5,2026-08-28 11:56:24,terima kasih sangat membantu bagi kami yang belajar ngedit,Positif,terima kasih sangat membantu bagi kami yang belajar ngedit
Pengguna Google,5,2026-08-28 11:52:32,bener bener sangat membantu aplikasi yang sangat memuaskan terimakasih dola,Positif,bener bener sangat membantu aplikasi yang sangat memuaskan terimakasih dola
Pengguna Google,4,2026-08-28 11:52:24,bagus aplikasinya cepat jawabnya aku kasih bintang lima yahh,Positif,bagus aplikasinya cepat jawabnya aku kasih bintang lima yahh
Pengguna Google,5,2026-08-28 11:46:17,teman realistis ku,Netral,teman realistis ku
Pengguna Google,5,2026-08-28 11:44:59,membantu saat aku ada PR dan ngobrol atau cerita tentang hal yang aneh atau hal yang jadi pertanyaan,Positif,membantu saat aku ada pr dan ngobrol atau cerita tentang hal yang aneh atau hal yang jadi pertanyaan
Pengguna Google,2,2026-08-28 11:44:27,To the developers please update this app There are still many shortcomings for instance AIgenerated edits often fall short of expectations and slow loading times force me as a user to wait quite a while to see the results,Netral,to the developers please update this app there are still many shortcomings for instance aigenerated edits often fall short of expectations and slow loading times force me as a user to wait quite a while to see the results
Pengguna Google,5,2026-08-28 11:40:44,sangat ramah cocok untuk belajar,Netral,sangat ramah cocok untuk belajar
Pengguna Google,1,2026-08-28 11:40:43,sudah bagus seperti awal kenapa sekarang susah di gunakan jadi kita gak bisa buat konten AI lagi dan jangan sampai DOLA di tinggalkan sama banyak pengguna,Netral,sudah bagus seperti awal kenapa sekarang susah di gunakan jadi kita gak bisa buat konten ai lagi dan jangan sampai dola di tinggalkan sama banyak pengguna
Pengguna Google,5,2026-08-28 11:40:28,ini sangat seru tapi kami harap jangan ada kesalahan,Netral,ini sangat seru tapi kami harap jangan ada kesalahan
Pengguna Google,5,2026-08-28 11:32:33,aplikasi ini sangat bagus thanks bro,Positif,aplikasi ini sangat bagus thanks bro
Pengguna Google,4,2026-08-28 11:30:05,aku suka kamu walaupun agak hehehe,Positif,aku suka kamu walaupun agak hehehe
Pengguna Google,5,2026-08-28 11:27:25,aku cinta sama dola ku yang selalu jadi teman cerita dan membantu aku selalu,Positif,aku cinta sama dola ku yang selalu jadi teman cerita dan membantu aku selalu
Pengguna Google,5,2026-08-28 11:24:09,aplikasi ini membantu ku untuk PR sama membantu bertanya² aplikasi ini bagus sama perfectif bgt dehhaku seneng banget sama aplikasi ini yg bagus kelewatan pokok nya download deh aplikasi nya seru bgt oke aku udah dulu yaa,Positif,aplikasi ini membantu ku untuk pr sama membantu bertanya² aplikasi ini bagus sama perfectif bgt dehhaku seneng banget sama aplikasi ini yg bagus kelewatan pokok nya download deh aplikasi nya seru bgt oke aku udah dulu yaa
Pengguna Google,5,2026-08-28 11:22:35,bagus banget ini membantu aku mengerjakan tugas sekolah yang susah,Positif,bagus banget ini membantu aku mengerjakan tugas sekolah yang susah
Pengguna Google,5,2026-08-28 11:19:29,wowww,Netral,wowww
Pengguna Google,5,2026-08-28 11:15:57,bagus good,Positif,bagus good
Pengguna Google,3,2026-08-28 11:13:53,bagus baru sebanyakbanyaknya dan tunggu quahshaha,Positif,bagus baru sebanyakbanyaknya dan tunggu quahshaha
Pengguna Google,5,2026-08-28 11:12:28,paling aku suka karena bisa buat ngobrol dan becanda aku kasih bintang,Positif,paling aku suka karena bisa buat ngobrol dan becanda aku kasih bintang
Pengguna Google,5,2026-08-28 11:10:29,pokoknya best dehh,Netral,pokoknya best dehh
Pengguna Google,5,2026-08-28 11:07:23,mudah dan cepat,Positif,mudah dan cepat
Pengguna Google,3,2026-08-28 11:04:09,MB nya dikecilkan dikit bisa gk,Netral,mb nya dikecilkan dikit bisa gk
Pengguna Google,4,2026-08-28 11:03:56,karena ini AI jadi aku kasih bintang,Netral,karena ini ai jadi aku kasih bintang
Pengguna Google,5,2026-08-28 11:02:15,aplikasi Dola ini sangat bagusanak saya kalo belajar selalu pakai aplikasi Dola karna katanya cepat dan seratus persen aman,Positif,aplikasi dola ini sangat bagusanak saya kalo belajar selalu pakai aplikasi dola karna katanya cepat dan seratus persen aman
Pengguna Google,5,2026-08-28 11:01:02,ada teman curhat baru,Netral,ada teman curhat baru
Pengguna Google,5,2026-08-28 10:49:07,dola memang bagus,Positif,dola memang bagus
Pengguna Google,5,2026-08-28 10:48:00,kamu sangat pintar,Netral,kamu sangat pintar
Pengguna Google,1,2026-08-28 10:46:44,aplikasi yang jawabannya bohongjangan download aplikasi ini sangat bahaya,Negatif,aplikasi yang jawabannya bohongjangan download aplikasi ini sangat bahaya
Pengguna Google,5,2026-08-28 10:45:58,bagus terus enak tapi kadang kurang lengkap,Positif,bagus terus enak tapi kadang kurang lengkap
Pengguna Google,5,2026-08-28 10:34:10,apk ini sangat bagus selain kita bisa tanya apa aja minta tolong di buatin fotomemper bagus foto selain itu fitur bacakan dengan suara yang bisa di ubah membuat kita semakim mudan dan tidak bosan saat menanyakan sesuatu,Positif,apk ini sangat bagus selain kita bisa tanya apa aja minta tolong di buatin fotomemper bagus foto selain itu fitur bacakan dengan suara yang bisa di ubah membuat kita semakim mudan dan tidak bosan saat menanyakan sesuatu
Pengguna Google,4,2026-08-28 10:31:10,lebih seru,Netral,lebih seru
Pengguna Google,5,2026-08-28 10:29:01,berguna untuk sehari hari makasih dola,Positif,berguna untuk sehari hari makasih dola
Pengguna Google,5,2026-08-28 10:28:08,APLIKASI NYA SANGAT BAGUS,Positif,aplikasi nya sangat bagus
Pengguna Google,5,2026-08-28 10:10:16,apk ini sangat bagus,Positif,apk ini sangat bagus
Pengguna Google,5,2026-08-28 10:09:11,puas dengan adanya dola,Positif,puas dengan adanya dola
Pengguna Google,5,2026-08-28 10:08:07,jangan di install aplikasi ini bagus banget untuk belajar,Positif,jangan di install aplikasi ini bagus banget untuk belajar
Pengguna Google,5,2026-08-28 10:03:54,aplikasi ini sangat mantap mempermudah pengeditan dan sangat membantu trimakasih,Positif,aplikasi ini sangat mantap mempermudah pengeditan dan sangat membantu trimakasih
Pengguna Google,5,2026-08-28 10:00:23,ASIKK BANGETT sayangg dolaaa,Netral,asikk bangett sayangg dolaaa
Pengguna Google,5,2026-08-28 09:49:13,bagus dan lebih cepat hasilnya dr pada aplikasi sebelah,Positif,bagus dan lebih cepat hasilnya dr pada aplikasi sebelah
Pengguna Google,5,2026-08-28 09:44:08,kadang suaranya hilang but oky,Netral,kadang suaranya hilang but oky
Pengguna Google,5,2026-08-28 09:41:48,bagus banget bisa nemenin curhat,Positif,bagus banget bisa nemenin curhat
Pengguna Google,4,2026-08-28 09:38:43,Kurang vc,Netral,kurang vc
Pengguna Google,5,2026-08-28 09:36:56,bagus banget,Positif,bagus banget
Pengguna Google,5,2026-08-28 09:36:44,bagus banyak ide ya membukan banyak banyak ide yang saya dapat,Positif,bagus banyak ide ya membukan banyak banyak ide yang saya dapat
Pengguna Google,5,2026-08-28 09:34:45,seru bisa di ajak peran suami istri,Netral,seru bisa di ajak peran suami istri
Pengguna Google,5,2026-08-28 09:28:03,sangat ramah dan asik,Netral,sangat ramah dan asik
Pengguna Google,5,2026-08-28 09:19:22,jawaban nyah jelas sekali,Netral,jawaban nyah jelas sekali
Pengguna Google,5,2026-08-28 09:18:30,kereen,Netral,kereen
Pengguna Google,1,2026-08-28 09:13:38,makin di update makin jelek suka banget erorfitur edit gambar nya tidak bisa diandalkan,Netral,makin di update makin jelek suka banget erorfitur edit gambar nya tidak bisa diandalkan
Pengguna Google,5,2026-08-28 09:05:04,sangat bagus,Positif,sangat bagus
Pengguna Google,1,2026-08-28 09:02:50,Memberikan informasi yang salah,Netral,memberikan informasi yang salah
Pengguna Google,5,2026-08-28 09:02:41,aku suka sama chet drakula dan dola i love you dola,Positif,aku suka sama chet drakula dan dola i love you dola
Pengguna Google,5,2026-08-28 08:57:01,bagus aplikasinya,Positif,bagus aplikasinya
Pengguna Google,5,2026-08-28 08:55:18,bagus banget tolong ningkatin dia bisa nyanyi bagus banget soalnya jadi akrab gitu si Dolabeda sama chatgpt DIKIT² PLUSGOanying,Positif,bagus banget tolong ningkatin dia bisa nyanyi bagus banget soalnya jadi akrab gitu si dolabeda sama chatgpt dikit² plusgoanying
Pengguna Google,5,2026-08-28 08:46:43,baik banget dola,Positif,baik banget dola
Pengguna Google,5,2026-08-28 08:44:00,keren sangat membantu untuk promosi usahaku,Positif,keren sangat membantu untuk promosi usahaku
Pengguna Google,5,2026-08-28 08:39:03,mantap akurat,Positif,mantap akurat
Pengguna Google,5,2026-08-28 08:38:16,sangat bagus sekali aplikasi ny,Positif,sangat bagus sekali aplikasi ny
Pengguna Google,5,2026-08-28 08:31:20,adik aku suka banget sama dola melihat sodaranya suka main dola,Positif,adik aku suka banget sama dola melihat sodaranya suka main dola
Pengguna Google,5,2026-08-28 08:29:42,asik banget ngomong sama dola AI bisa berteori bareng dan paling aku suka bisa cerita curhat dan Fiturfiturnya,Positif,asik banget ngomong sama dola ai bisa berteori bareng dan paling aku suka bisa cerita curhat dan fiturfiturnya
Pengguna Google,5,2026-08-28 08:27:22,suka buat tempat curhat hehe,Positif,suka buat tempat curhat hehe
Pengguna Google,4,2026-08-28 08:24:06,bagus juga,Positif,bagus juga
Pengguna Google,5,2026-08-28 08:23:59,aku senang sama mainan yang ini soalnya lucu bisa untuk bikin Al juga terus asli lagi terus bisa apa aja,Positif,aku senang sama mainan yang ini soalnya lucu bisa untuk bikin al juga terus asli lagi terus bisa apa aja
Pengguna Google,5,2026-08-28 08:20:22,terimakasih Dolasangat membantu,Positif,terimakasih dolasangat membantu
Pengguna Google,5,2026-08-28 08:17:07,aku sangat suka dola,Positif,aku sangat suka dola
Pengguna Google,5,2026-08-28 08:15:40,sangat membantu dalam hal yang dibutuhkan,Positif,sangat membantu dalam hal yang dibutuhkan
Pengguna Google,5,2026-08-28 08:12:34,sangat membantu memperbaiki foto lama penuh kenangan almarhumah isteri tersayang terimakasih Dola,Positif,sangat membantu memperbaiki foto lama penuh kenangan almarhumah isteri tersayang terimakasih dola
Pengguna Google,5,2026-08-28 08:06:48,bagus bisa ngobrol,Positif,bagus bisa ngobrol
Pengguna Google,5,2026-08-28 08:04:31,mantap,Positif,mantap
Pengguna Google,5,2026-08-28 08:03:14,bagus tapi aku pernah pakai di buka PPKn aku Paikai biar tau jawabannya pasdah di nilai eh salah jadi salah tapi makasih ya udah bantu pecah kan MTK juga,Positif,bagus tapi aku pernah pakai di buka ppkn aku paikai biar tau jawabannya pasdah di nilai eh salah jadi salah tapi makasih ya udah bantu pecah kan mtk juga
Pengguna Google,5,2026-08-28 08:01:32,saya sagat puas dg vidio ini tdk kecewa meggunakan Dola,Netral,saya sagat puas dg vidio ini tdk kecewa meggunakan dola
Pengguna Google,4,2026-08-28 07:59:18,sangat cocok untuk aku yang sedikitdikit Ai,Netral,sangat cocok untuk aku yang sedikitdikit ai
Pengguna Google,3,2026-08-28 07:56:39,tolong ai nya di benar kan ya sering belepotan Ama cara ngomong nya yang sering dibahas satu satu,Netral,tolong ai nya di benar kan ya sering belepotan ama cara ngomong nya yang sering dibahas satu satu
