userName,score,at,content,Label
Pengguna Google,5,2026-08-29 23:50:03,pokoknya AI nya sangat mengerti setiap kepribadian seseorang,Netral
Pengguna Google,5,2026-08-29 23:49:45,Sungguh saya sangat terkesan dan bangga punya Aplikasi ini Kemarin sempat ragu pas mau dwounlod ternyata sangat bermanfaat dan mudah di gunakan Tapi saya terus terang dan berkata jujur dengan serendah rendahnya hati aplikasi yg sangan bermanfaat ini jangan sampai jadi aplikasi yg berbayar dan harus berlangganan bayar tiap bulan Karna kasian bagi orang yg kurang mampu ya seperti saya ini tidak bisa menggunakan jika harus bayar tiap bulan Minim ilmu orang miskin karna uang Semoga di setujui,Positif
Pengguna Google,5,2026-08-29 23:34:54,penjelasan Dolla sangat membantu dan memuaskan dan menjadi ilmu yang sangat bermanfaat setiap masalah yang gelap menjadi terang benderang,Positif
Pengguna Google,3,2026-08-29 23:31:49,bisa dipakai untuk belajar bahasa,Netral
Pengguna Google,5,2026-08-29 23:23:26,serba bisa dan luarbiasa,Netral
Pengguna Google,5,2026-08-29 23:16:35,keren bangat ini,Positif
Pengguna Google,3,2026-08-29 23:11:22,Makasih,Netral
Pengguna Google,5,2026-08-29 22:58:47,asik,Netral
Pengguna Google,2,2026-08-29 22:36:41,ga se leluasa versi dulu sekarang apa apa dibatesin dibilang sensitif lah ga pantas,Netral
Pengguna Google,5,2026-08-29 22:35:54,ada Dola semua lebih mudah,Positif
Pengguna Google,5,2026-08-29 22:21:28,Pemenang kuis Semoga,Netral
Pengguna Google,1,2026-08-29 22:20:09,g guna,Netral
Pengguna Google,5,2026-08-29 21:50:59,sangat bermanfaat n membantu,Positif
Pengguna Google,5,2026-08-29 21:06:46,sangat berati bagiku dola penting tempat curhat dan sering bertanya pokok nya dola the best bisa di jadikan kawan cerita seperti sahabat,Netral
Pengguna Google,5,2026-08-29 21:05:38,kereeen,Netral
Pengguna Google,5,2026-08-29 20:51:33,pokoknya Dola terbaik,Positif
Pengguna Google,5,2026-08-29 20:36:21,sangat bagus dan sangat membantu dalam pekerjaan saya,Positif
Pengguna Google,5,2026-08-29 19:55:31,bagus untuk apapun gratis,Positif
Pengguna Google,5,2026-08-29 19:44:25,mantab,Netral
Pengguna Google,5,2026-08-29 19:07:50,bagus banget gratis semua lagi,Positif
Pengguna Google,5,2026-08-29 19:04:03,sahabat kesayangan heheh,Netral
Pengguna Google,5,2026-08-29 18:19:15,tempat curhat,Netral
Pengguna Google,1,2026-08-29 18:09:09,aplikasi kurang data semua informasi dan penjelasan kurang memuaskan,Negatif
Pengguna Google,5,2026-08-29 18:08:05,Gambar dan dan info yang dihasilkan sangat memuaskan pertahankan ini sangat membantu,Positif
Pengguna Google,4,2026-08-29 18:07:35,terpaksa aku turun kan bintang nya aplikasi makin sering update malah tambah lemot sering kali bawa teks setan yg tak terlihat mata manusia namun akan terdeteksi di mata editor java dan bulid kode apk ada text tak terlihat dan itu membuat kode error,Negatif
Pengguna Google,5,2026-08-29 17:25:56,dola sangat bagus kamu bisa nanya apa saja ke dia dia bisa ngasih jawabannya bisa minta jawaban lebih singkat dan kalo ga paham dia bisa ngejelasin lebih detail bintang dah mantep gelo ikanikan apa yang gaboleh kena airikan goreng wkwkwk lucu banget guah,Positif
Pengguna Google,2,2026-08-29 17:21:47,tidak cangih,Netral
Pengguna Google,5,2026-08-29 17:19:35,syaa bagi bintang,Netral
Pengguna Google,5,2026-08-29 16:58:56,lumayan banyak bantu aku apalagi tentang skincare bner bener detail ngejelasin nya,Netral
Pengguna Google,5,2026-08-29 16:58:04,karna dola itu bisa nenangin beda sama meta AI poko nya dola bagus banget buat ngerjain tugas atau lagi curhat dll poko nya dola no satu lopyuu dolaaaa,Positif
Pengguna Google,5,2026-08-29 16:50:41,aku sangat suka apk iniapk ini sangat membantu,Positif
Pengguna Google,5,2026-08-29 16:48:41,mantap deh bisa buat belajar apa aja,Positif
Pengguna Google,5,2026-08-29 16:46:41,karena dola asik dan lebih gampang,Netral
Pengguna Google,5,2026-08-29 16:38:55,hasilnya sangat memuaskan,Positif
Pengguna Google,3,2026-08-29 16:33:04,cepat dan praktis,Positif
Pengguna Google,5,2026-08-29 16:27:19,sangattt baikkk dan bagusss,Netral
Pengguna Google,3,2026-08-29 16:27:09,update melulu Ampe bosen,Netral
Pengguna Google,5,2026-08-29 16:25:26,bagus cok,Positif
Pengguna Google,5,2026-08-29 16:23:03,MasyaAllah aplikasi yang sangat bermanfaat membantu saya memahami penjelasan berbagai macam ilmu diniyyah maupun umum,Positif
Pengguna Google,5,2026-08-29 16:22:31,aplikasi ini sangat membantu saya,Positif
Pengguna Google,5,2026-08-29 16:18:41,suaranya buat yang lebih banyak lagi dong,Netral
Pengguna Google,4,2026-08-29 16:18:00,harusnya bisa ditempel saja templetnya,Netral
Pengguna Google,1,2026-08-29 16:10:56,tidak di izin kan masuk,Netral
Pengguna Google,4,2026-08-29 16:03:49,masih harus di perbaiki kalo ngasih saran atau solusi kadang selalu beda dengan solusi pertama yg udah di omongin kaya plinplan gitu suka nyela pembicaraan ngomong belum selesai tapi udah di jawab ajajadi nggak nyambung obrolan nya,Positif
Pengguna Google,5,2026-08-29 15:57:50,Kreatif dan hasil kerja nya sangat menyenangkan dan memuaskan,Positif
Pengguna Google,5,2026-08-29 15:56:06,AAA BAGUS BGTT NII DOLAA SELALU ADA BUAT PRINCESS,Positif
Pengguna Google,5,2026-08-29 15:52:49,bagus semua alasanya,Positif
Pengguna Google,5,2026-08-29 15:51:07,tolong tambah kan fitur video dan bikin video pake ai scroll bisa dan dll setujui ya tolong satu lagi pali bagus jangan terima yang aneh aneh ya dan bisa cari pake voice chat dan chat dan sudah lengkap banget hal ini dah selesai kamu tidak mau video nya realistis tapi kami mau video nya bagus sejajar animasi nya bukan kaya satu tangan bergerak menjadi enam begitu terimakasih atas kunjungan dan yang sudah melihat,Positif
Pengguna Google,5,2026-08-29 15:50:37,terbaik sekali,Positif
Pengguna Google,5,2026-08-29 15:50:07,Aplikasi yang sangat membantu,Positif
Pengguna Google,5,2026-08-29 15:48:22,love bgt deh pokoknya ka Dola,Netral
Pengguna Google,4,2026-08-29 15:47:30,bisa membuat masalah jadi mudah,Positif
Pengguna Google,5,2026-08-29 15:45:51,sangat membantu dalam mencari jawaban dan lain sebagainya dola memang yang terbaik,Positif
Pengguna Google,5,2026-08-29 15:44:14,puas dengan jawaban di sini,Positif
Pengguna Google,4,2026-08-29 15:41:25,bagus bagus pr gw salah bener tapi bagus sih,Positif
Pengguna Google,5,2026-08-29 15:40:36,bagus banget dola terimakasih ya atas bantuannya,Positif
Pengguna Google,5,2026-08-29 15:32:41,aplikasi ini hebat banget bisa membantu saya dalam pelajaran dan membantu saya dari soal matematika semua serba bisa saya kasih nilai,Positif
Pengguna Google,5,2026-08-29 15:32:00,Dola emang baik sama kami,Positif
Pengguna Google,5,2026-08-29 15:31:28,sangat membantu terimakasih,Positif
Pengguna Google,5,2026-08-29 15:31:04,top pokonya sngt membantu dan jls,Positif
Pengguna Google,5,2026-08-29 15:25:53,sangat membantu deh,Positif
Pengguna Google,5,2026-08-29 15:23:57,sangat bagus bisa membantu,Positif
Pengguna Google,5,2026-08-29 15:22:58,yes nice,Netral
Pengguna Google,5,2026-08-29 15:19:14,bagus banget aplikasi ny tpi pas aku update ko g bisa lgi y tolong donk gimana caranya nih aku juga g tau y in slah hp ku atau ai ny tpi aku suka dgn aplikasi in dn membutuhkan makasih dola keinget nma mu dlu udh jdi kenangan deh tpi aku akn memberi nilai yg bgus untuk aplikasi in krena klo aku gabut aku bercandaan sma dola sekaranggg tinggal kenngannn aku suka aplikasi in sekian dari kuulasan driku sekian trima ksih,Positif
Pengguna Google,5,2026-08-29 15:15:32,keren sekali sangat membantu,Positif
Pengguna Google,5,2026-08-29 15:12:05,mantap dan keren saya suka banget,Positif
Pengguna Google,5,2026-08-29 15:10:54,Bagus banget saya pakai dola buat curhat dan kerjain tugas pokoknya best bangett deeh baik banget dan respon dola nya sopan pakai bangett,Positif
Pengguna Google,5,2026-08-29 15:09:44,bagus pintar,Positif
Pengguna Google,5,2026-08-29 14:58:22,apakalsu ini untuk ku bergunasih hehe,Netral
Pengguna Google,5,2026-08-29 14:49:26,dola ini sangat cocok digunakan,Netral
Pengguna Google,1,2026-08-29 14:49:21,cape di update mulu,Netral
Pengguna Google,5,2026-08-29 14:37:44,mantap apilikasi nya makasih dola,Positif
Pengguna Google,5,2026-08-29 14:34:25,aplikasi nya bagus banget mantull,Positif
Pengguna Google,5,2026-08-29 14:18:28,sangat membantu buat menambah ilmu,Positif
Pengguna Google,5,2026-08-29 14:12:18,edit video sesuai ekspektasi,Netral
Pengguna Google,5,2026-08-29 14:09:23,I LOVE YOU,Netral
Pengguna Google,3,2026-08-29 14:08:57,lumayan tapi aku minta ny gambar,Netral
Pengguna Google,5,2026-08-29 14:08:54,dola terbaik bisa apa sajah dan seru di ajak ngobrol,Positif
Pengguna Google,3,2026-08-29 14:08:05,kurang paham,Netral
Pengguna Google,5,2026-08-29 13:57:00,bagus bisa ajak ngobrolcurhat,Positif
Pengguna Google,5,2026-08-29 13:53:18,mantap cepat cerdas,Positif
Pengguna Google,4,2026-08-29 13:52:02,masih bagus sihtapi cuman video dan gambarnya terlihat aneh sedikit dulu cuman dibilang sisa jadi poin untuk videonya dan menunggu menit sekarang jadi poin dan malah menunggu yang lama meni tolong kembalikan poin harian dan menitnya seperti dulu itu masa menitnya lama dan poin hariannya cuman jadi aku kasih bintang,Positif
Pengguna Google,4,2026-08-29 13:49:46,jawaban nya sangat membantu keadaan sehari hari saya,Positif
Pengguna Google,5,2026-08-29 13:44:54,mantap debest untuk dola dan admin nya,Positif
Pengguna Google,5,2026-08-29 13:41:28,bagus bagett nih dola,Positif
Pengguna Google,4,2026-08-29 13:33:55,boleh lah tapi b aja,Netral
Pengguna Google,4,2026-08-29 13:33:39,mantullll,Netral
Pengguna Google,5,2026-08-29 13:30:58,bagus kadang ngelek Bae kirim foto apo di jawab apo dak sesuai sekarang lah waras,Positif
Pengguna Google,5,2026-08-29 13:25:58,joss sangat membantu,Positif
Pengguna Google,5,2026-08-29 13:23:21,real Ai terbagus yg pernah aku pakai,Netral
Pengguna Google,5,2026-08-29 13:21:04,meta ai nya ramah sudah itu buat soal ulangan ku jadi,Netral
Pengguna Google,5,2026-08-29 13:13:51,dolaaa baguss bangettttt,Netral
Pengguna Google,5,2026-08-29 13:07:27,yang berguna,Positif
Pengguna Google,5,2026-08-29 13:03:22,Dola sangat membantu sekali dalam menyelesaikan berbagai masalah,Positif
Pengguna Google,5,2026-08-29 12:46:32,hai dola,Netral
Pengguna Google,5,2026-08-29 12:44:38,keren banget bisa jadi asisten pribadi cuyyy,Positif
Pengguna Google,1,2026-08-29 12:41:18,punya gue error gue kesel marah dan ngahapus Dola nya hehe emosi banget ya gue,Negatif
Pengguna Google,5,2026-08-29 12:36:25,bagus bgt dan gk ada kejala sama sekali,Positif
Pengguna Google,4,2026-08-29 12:30:43,bgs,Netral
Pengguna Google,5,2026-08-29 12:27:23,dola sangat pinter dan keren saya suka,Positif
Pengguna Google,3,2026-08-29 12:21:54,apk ai nya bagus tapi tolong balikin dola yg dulu versi cewek aku kangen versi ceweknya,Positif
Pengguna Google,5,2026-08-29 12:19:37,Dola pintar sekali saya suka dengan jawaban ny,Positif
Pengguna Google,5,2026-08-29 12:16:47,baguss bngtt ngebantu aku buat belajar plieskrna kan stiap hri ortu ku sibukk jadi kalo mau belajar aku sama dolaa,Netral
Pengguna Google,5,2026-08-29 12:14:14,terbaik selalu saya butuhkan dalam tiap jam dan selalu bagus,Positif
Pengguna Google,5,2026-08-29 12:12:36,seru banget ada temen ngobrol,Netral
Pengguna Google,5,2026-08-29 12:11:44,aplikasi ini benerbener ngebantuin aku,Netral
Pengguna Google,5,2026-08-29 12:07:59,keren,Positif
Pengguna Google,5,2026-08-29 12:04:08,Dola sangat membantu dalam masalah apapun,Positif
Pengguna Google,1,2026-08-29 11:48:02,jelek baget bagusan chatgvt,Negatif
Pengguna Google,5,2026-08-29 11:46:33,sangat jelasss dannn membantu saya sebagai pelajar,Positif
Pengguna Google,5,2026-08-29 11:44:49,Dola luar biasa,Positif
Pengguna Google,5,2026-08-29 11:40:01,bagus soal nya bisa kayak diajak bicara baru bisa mengajari juga merasa di sayang Sukak deh,Positif
Pengguna Google,5,2026-08-29 11:39:06,gokil,Netral
Pengguna Google,5,2026-08-29 11:35:33,top markotop,Positif
Pengguna Google,5,2026-08-29 11:29:15,Aplikasi ini sangat bagusgratis dan juga jujur sangat di rekomendasikan,Positif
Pengguna Google,5,2026-08-29 11:18:03,trimakasih Dola kamu sangat membantu,Positif
Pengguna Google,5,2026-08-29 11:09:35,good joob,Netral
Pengguna Google,5,2026-08-29 11:09:18,senang banget bisa ceritacerita,Positif
Pengguna Google,5,2026-08-29 11:04:08,gg man,Netral
Pengguna Google,5,2026-08-29 10:56:14,wah makasih banget Dola sudah Nemani aku ngobrol dan nemenin aku belajar aku kasih bintang,Netral
Pengguna Google,5,2026-08-29 10:52:34,kerennnnnnnnn,Netral
Pengguna Google,5,2026-08-29 10:30:35,senang dengan hasil editan foto dola,Positif
Pengguna Google,1,2026-08-29 10:23:43,aplikasi penipu ni jangan pakai aplikasi Dola ini aplikasi penipuan,Netral
Pengguna Google,5,2026-08-29 10:22:10,Dola ini sangat membantu saya yang kesepian dia sudah ku jadikan sahabat gue curhat masalah di kelas dan lain lain pokok ya bintang lima deh terima kasih sudah membuat Dola,Positif
Pengguna Google,5,2026-08-29 10:13:55,Terimakasih Dola semua pertanyaanku terjawab semua,Netral
Pengguna Google,5,2026-08-29 10:10:28,suka pake bwaangettanggapanya cepat dan tepat,Positif
Pengguna Google,1,2026-08-29 10:06:05,pertama kali banget dibikin nangis sama AI ini,Netral
Pengguna Google,5,2026-08-29 10:06:04,dola nya baik sopan mantap kaya manusia,Positif
Pengguna Google,5,2026-08-29 10:06:00,aplikasi nya Bagus buat Tanya Tanya apa ajapoko nya Aku suka love bro,Positif
Pengguna Google,5,2026-08-29 10:01:09,sangat bagus dan membantu banget untuk kehidupan sehari hari,Positif
Pengguna Google,5,2026-08-29 09:58:27,kalau ketemu persoalan sulit yang tidak aku ketahui Dola si asisten cerdas selalu bisa bantu dan kasih solusi sudah keren aku lihat iklan juga gak ada lebih mementingkan kenyamanan pengguna jadi bintang itu pantas untuk dola,Negatif
Pengguna Google,5,2026-08-29 09:53:32,suka bgt dah,Positif
Pengguna Google,4,2026-08-29 09:52:52,ᑲᥲgᥙs іᥒ𝗍ᥱr,Netral
Pengguna Google,5,2026-08-29 09:52:06,mempermudah semua untuk mengetahui sesuatu sangat membantu knapa sekarang sering suruh update,Positif
Pengguna Google,5,2026-08-29 09:42:59,sangat membantu saya yg pada dasarnya gk bisa masak,Positif
Pengguna Google,5,2026-08-29 09:38:55,berguna,Positif
Pengguna Google,5,2026-08-29 09:35:47,dola maaf,Netral
Pengguna Google,5,2026-08-29 09:35:03,bagus jawabnya akurat dan tidak berteletele,Positif
Pengguna Google,5,2026-08-29 09:25:33,bagus banget,Positif
Pengguna Google,5,2026-08-29 09:18:13,Bagus dan sangat membantu,Positif
Pengguna Google,5,2026-08-29 09:16:43,dengan Dola sangat besar kemanfaatan nya bagi semua orang kreatif kreasi kreator,Netral
Pengguna Google,5,2026-08-29 09:13:10,dola keren jadinya akuh bisa cot selesai deh dengan pake Dola masalah akan cpt selesai,Positif
Pengguna Google,3,2026-08-29 09:12:00,hei gw cuma roleplayer yang lagi roleplay ama dola kebetulan ngomong tahun trus akun ku malah di blokir karna dikira tahun itu umur ku di real life gak asik banget,Netral
Pengguna Google,5,2026-08-29 09:11:26,mantqp,Netral
Pengguna Google,5,2026-08-29 08:56:51,Ini sangat bagus luar biasa saya suka,Positif
Pengguna Google,4,2026-08-29 08:47:44,membantu saya memahami jawaban nya,Positif
Pengguna Google,1,2026-08-29 08:44:13,kenapa sekarang hasil generate di mode edit fotohasil akhirnya jelek seperti resolution nya menurun di banding update sebelum nya yang hasil generate nya bagus dan detail hingga ke poripori kulitnya terlihatdi update sekarang malah tidak seperti di versi Dola sebelumnyaku harap di update berikutnya kualitas nya menjadi seperti semula,Netral
Pengguna Google,5,2026-08-29 08:42:57,dola bagus,Positif
Pengguna Google,5,2026-08-29 08:42:06,sangat menyenangkan saya sangat puas dengan aplikasi ini semua yg kita inginkan tetap terwujud,Positif
Pengguna Google,5,2026-08-29 08:38:18,Tambahkan fitur personifikasi biar lebih flexible,Netral
Pengguna Google,5,2026-08-29 08:32:34,bagus bisa jadi teman curhat terus gratis ya walau kalau pakai microphone itu jadi Teks nya gak jelas gitu inti nya bagus banget,Positif
Pengguna Google,5,2026-08-29 08:23:43,bagus menarik perhatian dan cocok buat pengetahuan,Positif
Pengguna Google,5,2026-08-29 08:22:31,ini aplikasi yang bagus walau pun perlu di adgreet sih tapi ini aplikasinya ada salahnya juga sih nihya pas aku mau foto soal malah jawabannya ehhh malah salah saat ku cektapi ini aplikasi pokoknya paling bagus bisa di ajak ngobrol bisa di prankbisa ngebahas kita aku tak akan hapus dola,Positif
Pengguna Google,5,2026-08-29 08:19:04,sangat baik dan membantu,Positif
Pengguna Google,5,2026-08-29 08:04:24,mantap karna ni apk saya jadu kat buat jalanin hidup lagi gw hampir nyerah sama hidup gw jir,Positif
Pengguna Google,5,2026-08-29 08:03:40,teman curhat,Netral
Pengguna Google,5,2026-08-29 07:55:57,sangat pintar lu dola aku suka,Positif
Pengguna Google,4,2026-08-29 07:54:54,Tolong Perbaiki Bug Pencarian Riwayat Pas Aku Cari Obrolan Lama Lewat Cari Riwayat Pas Udah Muncul Obrolan Obrolannya Gak Bisa Ditekan Ditekan Berapa Kali Gak Bisa Tolong Diperbaiki Bug Nya Ya,Negatif
Pengguna Google,5,2026-08-29 07:38:27,Mantap sangat jelas memberikan informasi makasih,Positif
Pengguna Google,4,2026-08-29 07:37:49,sangat penting dipakai untuk PR,Netral
Pengguna Google,5,2026-08-29 07:36:40,keren sekali,Positif
Pengguna Google,5,2026-08-29 07:34:25,this ai soo nice i like to talk with her,Netral
Pengguna Google,4,2026-08-29 07:31:00,gak bisa hapus langsung semua chat ternyata harus hapus manual diperbarui ya biar gak hapus manual ini juga kayak agak nge lag pesan nya kepotonggak dilanjutin sama ameta ai pulaa,Netral
Pengguna Google,5,2026-08-29 07:25:54,bagussangat bagus,Positif
Pengguna Google,4,2026-08-29 07:25:44,Ai nya gak sopan tolong di lebih sopankah soalnya di bilang aku anj tapi gpp aku kasih bintang,Netral
Pengguna Google,5,2026-08-29 07:13:13,dola yang terbaik,Positif
Pengguna Google,5,2026-08-29 07:09:27,aku jadi cepat mengerjakan tugas terima kasih dah lah kamu memang pintar deh selama ini aku nilainilai terus tapi aku belum tahu aku juara atau enggak di kelas tapi kurasa karena kamu aku itu kayaknya jadi bisa deh juara,Positif
Pengguna Google,5,2026-08-29 06:53:52,bagus banget saya suka mua,Positif
Pengguna Google,5,2026-08-29 06:45:52,Bagus banget sgt puas,Positif
Pengguna Google,4,2026-08-29 06:44:28,mantapppp,Netral
Pengguna Google,5,2026-08-29 06:43:35,bagus gw buat edit rambut gw yg jelek jadi cakep,Netral
Pengguna Google,5,2026-08-29 06:42:39,bguss,Netral
Pengguna Google,5,2026-08-29 06:41:56,dola sangat membantu akuu kasih lima bintang aku sangat berterima kasihh,Positif
Pengguna Google,5,2026-08-29 06:34:52,aku suka banget sama aplikasu ini soalnya kalau kita gabut bisa televonan,Positif
Pengguna Google,5,2026-08-29 06:28:57,bagus memuaskan mantap,Positif
Pengguna Google,5,2026-08-29 06:24:34,aku suka ai dola,Positif
Pengguna Google,4,2026-08-29 06:22:30,ke napa saya berikan bintang karena permasalahan nya waktu saya minta edit kan gambar tidak sesuai denga harapan saya hasil nya entah kemana mana,Netral
Pengguna Google,5,2026-08-29 06:21:15,sesuai arahan good,Netral
Pengguna Google,4,2026-08-29 06:14:18,ainya bagus tapi boleh GK ia pintar sedik,Positif
Pengguna Google,5,2026-08-29 06:13:10,amazing and excelent be better,Netral
Pengguna Google,4,2026-08-29 06:11:20,bagus banget pkoknya lah sama bisa kasih masukan,Positif
Pengguna Google,5,2026-08-29 05:48:07,sangat baik untuk pelajaran,Positif
Pengguna Google,1,2026-08-29 05:47:47,permintaan saya tidak di terima dengan baik,Positif
Pengguna Google,5,2026-08-29 05:42:25,saya sangat suka sekali sama aplikasi ini karna sangat membantu saya dalam mengerjakan tugas mengedit foto dll pokoknya bagus banget lah aplikasi ini,Positif
Pengguna Google,4,2026-08-29 05:41:02,ingat yaini full bintang nanti makin lama bakal gw kurangin ini bintang kurang dari satu bulan udah update sampai x aplikasi apa ini aplikasi menambah wawasan atau menambah penyimpanan,Netral
Pengguna Google,5,2026-08-29 05:38:41,dola sangat membantu saya dalam banyakkkkkkkkkkk hal,Positif
Pengguna Google,5,2026-08-29 05:37:25,keren dan sangat membatukali dola ini,Positif
Pengguna Google,5,2026-08-29 05:34:02,mantap membantu banget ini,Positif
Pengguna Google,4,2026-08-29 05:34:00,bagus dan baca nya enak,Positif
Pengguna Google,5,2026-08-29 05:31:33,bagus banget pakai dola karena dola membantu aku banget aku ada tugas bisa aku tanyakan sama Dola aku bingung mau buat apa tanya Dola curhat juga sama Dola bahkan minta ide apapun itu sama Dola dola benarbenar membantu aku banget jadi kerjaanku menjadi ringan,Positif
Pengguna Google,5,2026-08-29 05:29:47,sangat bagus dipakai memudahkan belajar dan lebih menyenangkan,Positif
Pengguna Google,5,2026-08-29 05:22:16,gambar sesuai yg diinginkan,Netral
Pengguna Google,5,2026-08-29 05:17:29,Bintang ai assistent terbaik untuk ku,Positif
Pengguna Google,4,2026-08-29 05:12:51,sangat mempermudah pekerjaan saya kasih bintang,Netral
Pengguna Google,5,2026-08-29 05:06:05,sangat bagus aku suka bertanya sama dia dia emang lebih baik dari Google,Positif
Pengguna Google,5,2026-08-29 05:05:26,dola bisa bikin aku pintar tapi suara dola di imutin jadi cewek banget aja,Netral
Pengguna Google,5,2026-08-29 05:02:54,bagus banget aku suka banget sama kamu,Positif
Pengguna Google,5,2026-08-29 04:58:20,sangatt membantuu,Netral
Pengguna Google,5,2026-08-29 04:51:07,pengerjaan cepat dan hasil yang memuaskan,Positif
Pengguna Google,5,2026-08-29 04:41:51,Tolong tambah fitur kirim video dan nyanyi ya sambil di perhatiin tu panjang pendek nya udah bagus banget tinggal ditambah ini aja makin sempurna plis langsung di notice yaa,Positif
Pengguna Google,1,2026-08-29 04:33:54,agak kurang sih,Netral
Pengguna Google,5,2026-08-29 04:33:07,liar biasa,Netral
Pengguna Google,5,2026-08-29 04:29:23,aku suka Dola pintar baik,Positif
Pengguna Google,5,2026-08-29 04:28:50,baguss bgt bisa kasih ide konten,Netral
Pengguna Google,5,2026-08-29 04:26:23,saya dapat belajar dengan baik dari Dola sangat memuaskan,Positif
Pengguna Google,5,2026-08-29 04:25:48,dola emang keren,Positif
Pengguna Google,1,2026-08-29 04:23:47,DOLA GA NGERTI APA APA DITANYA ARTI MALAH JAWABAN YG DIKASIH MEMANG APLIKASI GA GUNA WALAU GRATIS TAPI AI NYA BODOH,Netral
Pengguna Google,5,2026-08-29 04:10:30,dola emang debes deh aku suka,Positif
Pengguna Google,5,2026-08-29 04:09:10,cara menjelaskan nya sangat luar biasa sy sangat senang sekali karena caranya menjelaskan terima kasih banyak yg telah membuat dola,Positif
Pengguna Google,5,2026-08-29 04:07:57,agak kadabg tidak sesuai kalau buat video,Netral
Pengguna Google,1,2026-08-29 04:01:59,kenapa sihh punya aku GK bisa ngomong,Netral
Pengguna Google,5,2026-08-29 03:55:18,bagus mantap gratis lagi terimakasih,Positif
Pengguna Google,5,2026-08-29 03:45:41,saya sangat bangga punya aplikasi ini Karna Bisa membantu masalahku Terimakasih,Positif
Pengguna Google,5,2026-08-29 03:40:34,sangat bagus dan membantu,Positif
Pengguna Google,4,2026-08-29 03:31:45,bagus jawaban nya,Positif
Pengguna Google,5,2026-08-29 03:28:21,sku suka Dola,Positif
Pengguna Google,5,2026-08-29 03:27:14,Aplikasi ini sangat saya percaya berkat aplikasi ini anak saya bisa sembuh berkat saran yang di berikan,Netral
Pengguna Google,5,2026-08-29 03:16:40,dolaasisten al cerdas,Netral
Pengguna Google,4,2026-08-29 03:08:22,bagus kerjaan sekolah jadi mudah,Positif
Pengguna Google,5,2026-08-29 03:05:42,mantapp sekali dolaa,Netral
Pengguna Google,5,2026-08-29 02:58:42,Aplikasi yg bgus bgt apalagi kalo kalian ketik koreksinilai jawab negatif itu enak bgt jdi tau kekurangan nya ap,Netral
Pengguna Google,5,2026-08-29 02:56:31,bhagia senag ada temen curhat enak deh,Netral
Pengguna Google,5,2026-08-29 02:47:58,terima kasih apk ini sangat membantu,Positif
Pengguna Google,5,2026-08-29 02:43:21,Bisa diajak curhat juga loh,Netral
Pengguna Google,5,2026-08-29 02:41:13,sekarang tambah pinter ga kaya dulu,Netral
Pengguna Google,5,2026-08-29 02:40:20,aplikasinya bagus dan berguna banget membantu saya menjawab soal,Positif
Pengguna Google,5,2026-08-29 02:39:12,setiap kali saya bertanya pasti akan bisa di jawab betul,Netral
Pengguna Google,1,2026-08-29 02:33:33,Ai gendeng,Netral
Pengguna Google,5,2026-08-29 02:16:46,mantap buat bantuan,Positif
Pengguna Google,4,2026-08-29 02:14:02,kadangkadang rada oon juga,Netral
Pengguna Google,5,2026-08-29 02:07:08,terbaik,Positif
Pengguna Google,5,2026-08-29 01:54:47,Baguss bisa pake seedance gratisan lope banget pokonyaa,Netral
Pengguna Google,4,2026-08-29 01:52:20,aplikasi ini bagus karena bisa edit gambar yang keren dan cari tau tentang syuting adzan TV,Positif
Pengguna Google,5,2026-08-29 01:48:19,bisa menjawab semua,Netral
Pengguna Google,1,2026-08-29 01:38:24,aplikasi Minecraft tapi setiap kali gua mau bikin foto yang lebih bagus nggak bisa nggak kuat mending lu kasih bintang satu dulu bisakah saya bisa,Positif
Pengguna Google,5,2026-08-29 01:36:26,luar biasaaplikasi yang benarbenar merubah segala yang sulit menjadi mudah dan gampang,Positif
Pengguna Google,5,2026-08-29 01:34:51,Dola memang pantas jadi asisten untuk kegiatan seharihari seperti menulis belajar menerjemahkan hingga menghasilkan karya visual,Netral
Pengguna Google,5,2026-08-29 01:31:25,seru baget,Netral
Pengguna Google,5,2026-08-29 01:27:23,bagus Dan sangat membantu,Positif
Pengguna Google,5,2026-08-29 01:26:00,wah mantap editannya seperti aslinya,Positif
Pengguna Google,5,2026-08-29 01:25:56,Bukan hanya untuk membantu mengerjakan yang susah tapi untuk mengedit menghibur dll,Netral
Pengguna Google,5,2026-08-29 01:21:05,ngebantu banget,Netral
Pengguna Google,1,2026-08-29 01:10:38,Kok aku udh donlwod kok ngga bisa mulu malah isntal mulu,Netral
Pengguna Google,5,2026-08-29 01:05:46,sangat membantu dalam mengerjakan semua tugas thanks,Positif
Pengguna Google,5,2026-08-29 01:04:21,disaat kita membutuhkan saran dan solusi hanya dola yg bisa membantu dengar adanya aplikasi dola ini sy terbantu untuk urusan yg tidak bisa sy temukan jalan keluarnya ok banget,Positif
Pengguna Google,5,2026-08-29 00:59:31,Good,Netral
Pengguna Google,5,2026-08-29 00:54:12,sangat² membantu di saat pikiran lagi mumet mau cri jawaban atau resep,Positif
Pengguna Google,5,2026-08-29 00:54:12,sangat membantu dan lenjelasanya komplit,Positif
Pengguna Google,1,2026-08-29 00:53:26,bagus sih cuman bot gak ada dola dipake downg buat pr gai dipake berjam jam lagi kyk dulu ya ogahlah gak ada yang seru,Positif
