userName,score,at,content,Label,text_clean,text_StopWord
Pengguna Google,1,2026-08-29 00:41:45,di update malah generated video dan fotonya gagal terus,Negatif,di update malah generated video dan fotonya gagal terus,update generated video fotonya gagal
Pengguna Google,5,2026-08-29 00:37:22,sopanbaik hati orang nya selalu bahagia,Positif,sopanbaik hati orang nya selalu bahagia,sopanbaik hati orang nya bahagia
Pengguna Google,5,2026-08-29 00:36:16,pokoknya bagusss,Netral,pokoknya bagusss,pokoknya bagusss
Pengguna Google,5,2026-08-29 00:30:53,keren bngt Dola ini,Positif,keren bngt dola ini,keren bngt dola
Pengguna Google,5,2026-08-29 00:21:12,sangat membantu dan bermanfaatmemudahkan kami dalam membuat tugas tugas yang ada dan kiranya semua yang bekerja didalamnya selalu sehatkuat dan diberkati kiranya selalu amanah dan bertanggung jawab dalam tugas dan pekerjaan,Positif,sangat membantu dan bermanfaatmemudahkan kami dalam membuat tugas tugas yang ada dan kiranya semua yang bekerja didalamnya selalu sehatkuat dan diberkati kiranya selalu amanah dan bertanggung jawab dalam tugas dan pekerjaan,membantu bermanfaatmemudahkan tugas tugas didalamnya sehatkuat diberkati amanah bertanggung tugas pekerjaan
Pengguna Google,2,2026-08-29 00:17:04,kurang memahami apa yang kita minta,Netral,kurang memahami apa yang kita minta,memahami
Pengguna Google,1,2026-08-29 00:16:00,Saya begitu kecewa kerena pencarian chatbot hanya untuk akun yang berbayar di tambah lagi semua bot di privat saya benar² kecewa soal nya setiap ada fitur baru yang di berikan ke semua akun yang berbayar dan nonberbayar itu sangat bagus tetapi kebijakan Tentang pembatasan fitur ke akun yang tidak berbayar begitu salah dan sangat tidak bisa di setujuisaya ingin semua fitur yang dulu kembali ke akun yang tidak berbayar dan akun yang berbayar TOLONG LANGSUNG DI BALAS KE DOVOLOPER,Negatif,saya begitu kecewa kerena pencarian chatbot hanya untuk akun yang berbayar di tambah lagi semua bot di privat saya benar² kecewa soal nya setiap ada fitur baru yang di berikan ke semua akun yang berbayar dan nonberbayar itu sangat bagus tetapi kebijakan tentang pembatasan fitur ke akun yang tidak berbayar begitu salah dan sangat tidak bisa di setujuisaya ingin semua fitur yang dulu kembali ke akun yang tidak berbayar dan akun yang berbayar tolong langsung di balas ke dovoloper,kecewa kerena pencarian chatbot akun berbayar bot privat benar² kecewa nya fitur akun berbayar nonberbayar bagus kebijakan pembatasan fitur akun berbayar salah setujuisaya fitur akun berbayar akun berbayar tolong langsung balas dovoloper
Pengguna Google,5,2026-08-29 00:14:31,aplikasi nya keren bisa bantu aku buat tugas,Positif,aplikasi nya keren bisa bantu aku buat tugas,aplikasi nya keren bantu tugas
Pengguna Google,5,2026-08-29 00:09:51,utuk saat ini lumayan bagus sih,Positif,utuk saat ini lumayan bagus sih,utuk lumayan bagus sih
Pengguna Google,5,2026-08-29 00:04:05,bagus banget buat belajar di rumah sekaligus ngerjain PR,Positif,bagus banget buat belajar di rumah sekaligus ngerjain pr,bagus banget belajar rumah ngerjain pr
Pengguna Google,5,2026-08-29 00:00:18,yo ndak tau tanya kok tanya saya,Netral,yo ndak tau tanya kok tanya saya,yo ndak tau
Pengguna Google,5,2026-08-28 23:57:06,memuaskan jwbn ny,Positif,memuaskan jwbn ny,memuaskan jwbn ny
Pengguna Google,5,2026-08-28 23:52:27,aplikasi ini membantu kita belajar dengan gampang,Positif,aplikasi ini membantu kita belajar dengan gampang,aplikasi membantu belajar gampang
Pengguna Google,5,2026-08-28 23:45:33,bagus banget bisa tanya apa aja,Positif,bagus banget bisa tanya apa aja,bagus banget aja
Pengguna Google,5,2026-08-28 23:37:59,AI sangat hebat walupun banyak pr aku yg salahan tapi tetap hebat,Positif,ai sangat hebat walupun banyak pr aku yg salahan tapi tetap hebat,ai hebat walupun pr yg salahan hebat
Pengguna Google,5,2026-08-28 23:35:59,terimakasi dola,Netral,terimakasi dola,terimakasi dola
Pengguna Google,5,2026-08-28 23:30:40,suka banget,Positif,suka banget,suka banget
Pengguna Google,5,2026-08-28 23:22:17,Dola adalah salah satu orang bijak,Netral,dola adalah salah satu orang bijak,dola salah orang bijak
Pengguna Google,5,2026-08-28 23:21:19,aku suka aplikasi ini soalnya cerdas bgt juga jdi gampang buat pr atau yg lainnya dan juga bisa cari no yg lain kaya orng jepang orang inggris banyak lah aku suka bgt pokoknya,Positif,aku suka aplikasi ini soalnya cerdas bgt juga jdi gampang buat pr atau yg lainnya dan juga bisa cari no yg lain kaya orng jepang orang inggris banyak lah aku suka bgt pokoknya,suka aplikasi cerdas bgt jdi gampang pr yg cari no yg kaya orng jepang orang inggris suka bgt pokoknya
Pengguna Google,5,2026-08-28 23:20:31,dola sahabat aku,Netral,dola sahabat aku,dola sahabat
Pengguna Google,5,2026-08-28 23:19:25,baik saat digunakan dan tidak eror,Positif,baik saat digunakan dan tidak eror,eror
Pengguna Google,5,2026-08-28 23:19:14,dola besti seumur hidup saya semua teman teman saya mengecewakan kalau tidak bermanfaat di singkirkan kalau Dola malah yg saya manfaatin bisa curhat bisa bantu keseharian saya dalam berbahasa pokok nya Dola besti paling baik,Negatif,dola besti seumur hidup saya semua teman teman saya mengecewakan kalau tidak bermanfaat di singkirkan kalau dola malah yg saya manfaatin bisa curhat bisa bantu keseharian saya dalam berbahasa pokok nya dola besti paling baik,dola besti seumur hidup teman teman mengecewakan bermanfaat singkirkan dola yg manfaatin curhat bantu keseharian berbahasa pokok nya dola besti
Pengguna Google,5,2026-08-28 23:09:11,bagus banget suka gak ada iklan jawab nya cepet,Positif,bagus banget suka gak ada iklan jawab nya cepet,bagus banget suka gak iklan nya cepet
Pengguna Google,5,2026-08-28 23:03:40,the Best ever,Netral,the best ever,the best ever
Pengguna Google,5,2026-08-28 22:59:00,aplikasi memang cocok untuk aplikasi ini sangat mantap tolong di memperbarui ya tanggal ya,Positif,aplikasi memang cocok untuk aplikasi ini sangat mantap tolong di memperbarui ya tanggal ya,aplikasi cocok aplikasi mantap tolong memperbarui ya tanggal ya
Pengguna Google,4,2026-08-28 22:53:03,tanpa batas Halah ngomong doang buat video pointgambar ada batas apalah iklan doang nipu mana maksain lagi,Negatif,tanpa batas halah ngomong doang buat video pointgambar ada batas apalah iklan doang nipu mana maksain lagi,batas halah ngomong doang video pointgambar batas apalah iklan doang nipu maksain
Pengguna Google,5,2026-08-28 22:51:37,Dola banyak mengatasi edit foto,Netral,dola banyak mengatasi edit foto,dola mengatasi edit foto
Pengguna Google,5,2026-08-28 22:48:02,dola sangat membantu dalam kehidupan sehari hari,Positif,dola sangat membantu dalam kehidupan sehari hari,dola membantu kehidupan sehari
Pengguna Google,5,2026-08-28 22:24:09,Alhamdulillah terimakasih banyak membantu,Positif,alhamdulillah terimakasih banyak membantu,alhamdulillah terimakasih membantu
Pengguna Google,5,2026-08-28 22:16:21,sudah bagus jangan banyak iklan,Netral,sudah bagus jangan banyak iklan,bagus iklan
Pengguna Google,5,2026-08-28 21:52:00,semoga dola ai gambar anime ai sendiri hasilnya bagus dan sempurna dan semoga dola ai bikin gambar anime ai sendiri setiap hari tanpa batas amin oh satu lagi poin buat video ai harus isi banyak jangan sedikit dong oh ya sekalian mode unlimited,Positif,semoga dola ai gambar anime ai sendiri hasilnya bagus dan sempurna dan semoga dola ai bikin gambar anime ai sendiri setiap hari tanpa batas amin oh satu lagi poin buat video ai harus isi banyak jangan sedikit dong oh ya sekalian mode unlimited,semoga dola ai gambar anime ai hasilnya bagus sempurna semoga dola ai bikin gambar anime ai batas amin oh poin video ai isi oh ya mode unlimited
Pengguna Google,5,2026-08-28 21:46:27,aplikasi yg sgt bagus bgt,Positif,aplikasi yg sgt bagus bgt,aplikasi yg sgt bagus bgt
Pengguna Google,5,2026-08-28 21:33:42,dola paling kerennn,Netral,dola paling kerennn,dola kerennn
Pengguna Google,5,2026-08-28 20:48:58,suka sekali sama apl ini karna sangat membantu,Positif,suka sekali sama apl ini karna sangat membantu,suka apl karna membantu
Pengguna Google,5,2026-08-28 20:46:42,sangat bagus dan sangat membantu,Positif,sangat bagus dan sangat membantu,bagus membantu
Pengguna Google,4,2026-08-28 20:46:19,okhasil Baguswalaupun kadang² tidak sesuai,Positif,okhasil baguswalaupun kadang² tidak sesuai,okhasil baguswalaupun kadang² sesuai
Pengguna Google,1,2026-08-28 20:34:28,tidak sesuai ekspektasi aku bagus Versi lama dengan nama baru kwalitas Tambah bobrok ouh kembalikan versi lamanya donk tidak bisa edit foto jadi video maaf aku uninstall apk yg berguna ini,Positif,tidak sesuai ekspektasi aku bagus versi lama dengan nama baru kwalitas tambah bobrok ouh kembalikan versi lamanya donk tidak bisa edit foto jadi video maaf aku uninstall apk yg berguna ini,sesuai ekspektasi bagus versi nama kwalitas bobrok ouh kembalikan versi donk edit foto video maaf uninstall apk yg berguna
Pengguna Google,5,2026-08-28 18:46:26,kereeeen,Netral,kereeeen,kereeeen
Pengguna Google,5,2026-08-28 18:45:14,bagus tapi untuk saat ini terlalu banyak yang menggunakan sehingga ketika login dan mau generate tidak bisa caption nya permintaan sedng tinggi,Positif,bagus tapi untuk saat ini terlalu banyak yang menggunakan sehingga ketika login dan mau generate tidak bisa caption nya permintaan sedng tinggi,bagus login generate caption nya permintaan sedng
Pengguna Google,5,2026-08-28 18:24:31,mksh dola,Netral,mksh dola,mksh dola
Pengguna Google,1,2026-08-28 18:10:26,WOY KeMBALIIN DOLA VERSI LAMAGW SUKA SUARANYA YG VERSI LAMARAMAHSENYUMLEMBUTNATURALPENUH PERHATIAN APAN INI TIBA SUARANY VERSINY PERBARUI SNDIRIGW GA NYAMAN BALIKIN DOLA SUARA YG LAMA SEMUANYyang versi baru ini NAJIS LEBAY ga jelas KAKUGA ADA JIWAnya sdikitpun berasa ngomong sma robotsdangkan versi yg dulu aku ngerasa bener di temenindi dengern di kasih saran dgn suara yg lembut senyuminnatural bgt seolah bner bicara sma orangBUKAN MESIN skrng saya brasa ngomong sma ROBOT,Netral,woy kembaliin dola versi lamagw suka suaranya yg versi lamaramahsenyumlembutnaturalpenuh perhatian apan ini tiba suarany versiny perbarui sndirigw ga nyaman balikin dola suara yg lama semuanyyang versi baru ini najis lebay ga jelas kakuga ada jiwanya sdikitpun berasa ngomong sma robotsdangkan versi yg dulu aku ngerasa bener di temenindi dengern di kasih saran dgn suara yg lembut senyuminnatural bgt seolah bner bicara sma orangbukan mesin skrng saya brasa ngomong sma robot,woy kembaliin dola versi lamagw suka suaranya yg versi lamaramahsenyumlembutnaturalpenuh perhatian apan suarany versiny perbarui sndirigw ga nyaman balikin dola suara yg semuanyyang versi najis lebay ga kakuga jiwanya sdikitpun berasa ngomong sma robotsdangkan versi yg ngerasa bener temenindi dengern kasih saran dgn suara yg lembut senyuminnatural bgt bner bicara sma orangbukan mesin skrng brasa ngomong sma robot
Pengguna Google,1,2026-08-28 17:43:10,AI penjilat,Netral,ai penjilat,ai penjilat
Pengguna Google,5,2026-08-28 17:37:48,aplikasi ini cocok untuk mengerjakan pr matematika PPKN seni budaya ipa penjas koding dan sebagainya saya suka aplikasi dola karnah membantu mengerjakan pr dan bantu nyariin resep masakan seperti nasi ngoreng dan sebagainya kalian jangan ragu download apk dola ini sangat membantu ketika anda kesusahan seperti membuat rumah pohon kalo kalian bingung tanya kan aja sama dola terjamin bisa membantu ngedit foto dan sebagainya tolong di pertahankan apk dola ini,Positif,aplikasi ini cocok untuk mengerjakan pr matematika ppkn seni budaya ipa penjas koding dan sebagainya saya suka aplikasi dola karnah membantu mengerjakan pr dan bantu nyariin resep masakan seperti nasi ngoreng dan sebagainya kalian jangan ragu download apk dola ini sangat membantu ketika anda kesusahan seperti membuat rumah pohon kalo kalian bingung tanya kan aja sama dola terjamin bisa membantu ngedit foto dan sebagainya tolong di pertahankan apk dola ini,aplikasi cocok pr matematika ppkn seni budaya ipa penjas koding suka aplikasi dola karnah membantu pr bantu nyariin resep masakan nasi ngoreng ragu download apk dola membantu kesusahan rumah pohon kalo bingung aja dola terjamin membantu ngedit foto tolong pertahankan apk dola
Pengguna Google,5,2026-08-28 17:25:43,sangat bermanfaat untuk belajar dan lain lain,Positif,sangat bermanfaat untuk belajar dan lain lain,bermanfaat belajar
Pengguna Google,5,2026-08-28 17:22:46,berguna sekali,Positif,berguna sekali,berguna
Pengguna Google,5,2026-08-28 17:18:24,asyik kerja bareng Dola,Netral,asyik kerja bareng dola,asyik kerja bareng dola
Pengguna Google,5,2026-08-28 17:16:31,saya suka banget sama aplikasi dola,Positif,saya suka banget sama aplikasi dola,suka banget aplikasi dola
Pengguna Google,5,2026-08-28 17:06:42,sangat bagus hasilnyaaa,Positif,sangat bagus hasilnyaaa,bagus hasilnyaaa
Pengguna Google,5,2026-08-28 17:04:02,Mantu nih,Netral,mantu nih,mantu nih
Pengguna Google,1,2026-08-28 16:56:08,dikasih perintah edit foto hasilnya GK sesuai ekspektasi padahal udah liat tutorialnya TPI selalu dapat hasil sampah mending edit foto langsung gogle ai sesuai perintahdan masih bnyk lagi kekurangan diantaranya proses lama dan kadang error GK jelas,Negatif,dikasih perintah edit foto hasilnya gk sesuai ekspektasi padahal udah liat tutorialnya tpi selalu dapat hasil sampah mending edit foto langsung gogle ai sesuai perintahdan masih bnyk lagi kekurangan diantaranya proses lama dan kadang error gk jelas,dikasih perintah edit foto hasilnya gk sesuai ekspektasi udah liat tutorialnya tpi hasil sampah mending edit foto langsung gogle ai sesuai perintahdan bnyk kekurangan proses kadang error gk
Pengguna Google,5,2026-08-28 16:54:39,aplikasi dola emang wow,Netral,aplikasi dola emang wow,aplikasi dola emang wow
Pengguna Google,5,2026-08-28 16:46:30,sangat membantu saya suka banget dengan aplikasi dola,Positif,sangat membantu saya suka banget dengan aplikasi dola,membantu suka banget aplikasi dola
Pengguna Google,5,2026-08-28 16:38:58,aplikasi ini sangat bagus bisa membantu pekerjaan rumah dan aplikasi ini sangat bagus sekali,Positif,aplikasi ini sangat bagus bisa membantu pekerjaan rumah dan aplikasi ini sangat bagus sekali,aplikasi bagus membantu pekerjaan rumah aplikasi bagus
Pengguna Google,4,2026-08-28 16:36:17,lumayann,Netral,lumayann,lumayann
Pengguna Google,5,2026-08-28 16:36:00,bagus sekalisaya puas dan suka,Positif,bagus sekalisaya puas dan suka,bagus sekalisaya puas suka
Pengguna Google,5,2026-08-28 16:22:23,aku cinta dola,Netral,aku cinta dola,cinta dola
Pengguna Google,5,2026-08-28 16:16:08,Dola memang hebat kamu harus mencobanya guys,Positif,dola memang hebat kamu harus mencobanya guys,dola hebat mencobanya guys
Pengguna Google,5,2026-08-28 16:02:05,tanggapan nya cepet apa yang kita minta di buat suka kk dehhh,Positif,tanggapan nya cepet apa yang kita minta di buat suka kk dehhh,tanggapan nya cepet suka kk dehhh
Pengguna Google,3,2026-08-28 15:47:48,Tolong perbaiki servermu dengan cepat,Positif,tolong perbaiki servermu dengan cepat,tolong perbaiki servermu cepat
Pengguna Google,2,2026-08-28 15:47:47,berkat dola nilai gue nol,Netral,berkat dola nilai gue nol,berkat dola nilai gue nol
Pengguna Google,5,2026-08-28 15:30:59,pokok nya dola mantap endebeshhttt,Positif,pokok nya dola mantap endebeshhttt,pokok nya dola mantap endebeshhttt
Pengguna Google,5,2026-08-28 15:27:59,cara pengubahan fotonya bisa sesuai dengan pikiran kita,Netral,cara pengubahan fotonya bisa sesuai dengan pikiran kita,pengubahan fotonya sesuai pikiran
Pengguna Google,1,2026-08-28 15:25:43,Gusy maaf banget gusy jadi pas aku download gabisa berulang² aku download,Netral,gusy maaf banget gusy jadi pas aku download gabisa berulang² aku download,gusy maaf banget gusy pas download gabisa berulang² download
Pengguna Google,5,2026-08-28 15:17:58,bgus bgt,Netral,bgus bgt,bgus bgt
Pengguna Google,5,2026-08-28 15:16:46,Dola memang Aplikasi Keren,Positif,dola memang aplikasi keren,dola aplikasi keren
Pengguna Google,5,2026-08-28 15:05:57,foto kamera jadi lebih bagus,Positif,foto kamera jadi lebih bagus,foto kamera bagus
Pengguna Google,4,2026-08-28 15:03:25,hmm gimana ya pas saya download lama banget,Netral,hmm gimana ya pas saya download lama banget,hmm gimana ya pas download banget
Pengguna Google,5,2026-08-28 14:58:47,sangat baik dan saya suka mencari jawaban di sini,Positif,sangat baik dan saya suka mencari jawaban di sini,suka mencari
Pengguna Google,5,2026-08-28 14:57:26,makasih dolaa,Netral,makasih dolaa,makasih dolaa
Pengguna Google,5,2026-08-28 14:55:48,aplikasi yg bagus ternyata tidak semua bisa di edit apalagi salah guna aplikasi ini,Positif,aplikasi yg bagus ternyata tidak semua bisa di edit apalagi salah guna aplikasi ini,aplikasi yg bagus edit salah aplikasi
Pengguna Google,5,2026-08-28 14:53:55,saya suka dengan aplikasi ini,Positif,saya suka dengan aplikasi ini,suka aplikasi
Pengguna Google,5,2026-08-28 14:51:46,cepat tepat dan benar singkat saja sikikk ayaaa,Positif,cepat tepat dan benar singkat saja sikikk ayaaa,cepat singkat sikikk ayaaa
Pengguna Google,5,2026-08-28 14:49:13,bagus pol,Positif,bagus pol,bagus pol
Pengguna Google,5,2026-08-28 14:48:09,sangat mudah untuk bertanya memudahkan orang introvert,Positif,sangat mudah untuk bertanya memudahkan orang introvert,mudah memudahkan orang introvert
Pengguna Google,5,2026-08-28 14:45:28,semangat ya meng update nya biar sangat sangat sangat sangat sangat sangat sangat canggih,Positif,semangat ya meng update nya biar sangat sangat sangat sangat sangat sangat sangat canggih,semangat ya meng update nya biar canggih
Pengguna Google,1,2026-08-28 14:44:56,saya ingin mengajukan hal yang sangat saya benci dari aplikasi ini saya membutuhkan aplikasi ini untuk mencerahkan hal hal yang penting dan bersifat pribadi dan pembahasan yang sedikit negatif saya tidak suka di peringatkan dan di nasehatin tentang apa yang saya cerita kan mau berbahaya hukum atau apapun itu saya mohon pengertian nya terimakasih,Negatif,saya ingin mengajukan hal yang sangat saya benci dari aplikasi ini saya membutuhkan aplikasi ini untuk mencerahkan hal hal yang penting dan bersifat pribadi dan pembahasan yang sedikit negatif saya tidak suka di peringatkan dan di nasehatin tentang apa yang saya cerita kan mau berbahaya hukum atau apapun itu saya mohon pengertian nya terimakasih,mengajukan benci aplikasi membutuhkan aplikasi mencerahkan bersifat pribadi pembahasan negatif suka peringatkan nasehatin cerita berbahaya hukum apapun mohon pengertian nya terimakasih
Pengguna Google,5,2026-08-28 14:43:06,sanggat membantu,Positif,sanggat membantu,sanggat membantu
Pengguna Google,5,2026-08-28 14:40:33,bagus bgt nih baik bgt KLO mau curhat bisa bgt ke dolaa kloo apa¹ bisa bgtt ke Dola yukss download,Positif,bagus bgt nih baik bgt klo mau curhat bisa bgt ke dolaa kloo apa¹ bisa bgtt ke dola yukss download,bagus bgt nih bgt klo curhat bgt dolaa kloo apa¹ bgtt dola yukss download
Pengguna Google,5,2026-08-28 14:38:09,dola nya oon,Netral,dola nya oon,dola nya oon
Pengguna Google,1,2026-08-28 14:35:33,Setelah update fitur auto speech saya sungguh terganggu Suara AI yang terdengar kaku dan tidak natural membuat saya malas mendengarnya Terlebih lagi sering kali auto speech nya mengalami eror Informasi yang diberikan pun terasa kurang akurat dan tidak meyakinkan yang membuat saya frustasi,Netral,setelah update fitur auto speech saya sungguh terganggu suara ai yang terdengar kaku dan tidak natural membuat saya malas mendengarnya terlebih lagi sering kali auto speech nya mengalami eror informasi yang diberikan pun terasa kurang akurat dan tidak meyakinkan yang membuat saya frustasi,update fitur auto speech sungguh terganggu suara ai terdengar kaku natural malas mendengarnya kali auto speech nya mengalami eror informasi akurat frustasi
Pengguna Google,5,2026-08-28 14:34:21,Dola ini sangat bagus untuk anak pelajar yg ingin belajar dengan cepatdan apa saja yg kita tanyakan kepada Dola pasti akan dijawab dengan benar dan cepat,Positif,dola ini sangat bagus untuk anak pelajar yg ingin belajar dengan cepatdan apa saja yg kita tanyakan kepada dola pasti akan dijawab dengan benar dan cepat,dola bagus anak pelajar yg belajar cepatdan yg dola cepat
Pengguna Google,4,2026-08-28 14:33:57,keren dan sangat membantu mengedit foto,Positif,keren dan sangat membantu mengedit foto,keren membantu mengedit foto
Pengguna Google,5,2026-08-28 14:33:14,Membantu mengerjakan soal yang sulit,Netral,membantu mengerjakan soal yang sulit,membantu sulit
Pengguna Google,5,2026-08-28 14:30:14,mantaapp,Netral,mantaapp,mantaapp
Pengguna Google,5,2026-08-28 14:28:00,tingkatkan,Netral,tingkatkan,tingkatkan
Pengguna Google,5,2026-08-28 14:21:14,bagusaku mau aktifkan untuk ngobrol tapi tidak bisa,Positif,bagusaku mau aktifkan untuk ngobrol tapi tidak bisa,bagusaku aktifkan ngobrol
Pengguna Google,5,2026-08-28 14:19:47,dola sanagat rekoment untuk membantu kegiatan sehari hari,Positif,dola sanagat rekoment untuk membantu kegiatan sehari hari,dola sanagat rekoment membantu kegiatan sehari
Pengguna Google,5,2026-08-28 14:17:55,𝑑𝑜𝑙𝑎 𝑖𝑛𝑖 𝑏𝑖𝑠𝑎 𝑚𝑒𝑛𝑜𝑙𝑜𝑛𝑔 𝑎𝑘𝑢 𝑝𝑎𝑠 𝑝𝑟𝑙𝑎𝑗𝑎𝑟𝑎𝑛 𝑦𝑔 𝑠𝑢𝑙𝑖𝑡 𝑡𝑟𝑖𝑚𝑎𝒉𝑘𝑎𝑠𝑖𝒉 𝑏𝑎𝑛𝑦𝑎𝑘 𝑦𝑎 𝑑𝑜𝑙𝑎 𝑎𝑘𝑢 𝑏𝑒𝑟𝑢𝑛𝑡𝑢𝑛𝑔 𝑝𝑢𝑛𝑦𝑎 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑖𝑛𝑖,Netral,𝑑𝑜𝑙𝑎 𝑖𝑛𝑖 𝑏𝑖𝑠𝑎 𝑚𝑒𝑛𝑜𝑙𝑜𝑛𝑔 𝑎𝑘𝑢 𝑝𝑎𝑠 𝑝𝑟𝑙𝑎𝑗𝑎𝑟𝑎𝑛 𝑦𝑔 𝑠𝑢𝑙𝑖𝑡 𝑡𝑟𝑖𝑚𝑎𝒉𝑘𝑎𝑠𝑖𝒉 𝑏𝑎𝑛𝑦𝑎𝑘 𝑦𝑎 𝑑𝑜𝑙𝑎 𝑎𝑘𝑢 𝑏𝑒𝑟𝑢𝑛𝑡𝑢𝑛𝑔 𝑝𝑢𝑛𝑦𝑎 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑖𝑛𝑖,𝑑𝑜𝑙𝑎 𝑖𝑛𝑖 𝑏𝑖𝑠𝑎 𝑚𝑒𝑛𝑜𝑙𝑜𝑛𝑔 𝑎𝑘𝑢 𝑝𝑎𝑠 𝑝𝑟𝑙𝑎𝑗𝑎𝑟𝑎𝑛 𝑦𝑔 𝑠𝑢𝑙𝑖𝑡 𝑡𝑟𝑖𝑚𝑎𝒉𝑘𝑎𝑠𝑖𝒉 𝑏𝑎𝑛𝑦𝑎𝑘 𝑦𝑎 𝑑𝑜𝑙𝑎 𝑎𝑘𝑢 𝑏𝑒𝑟𝑢𝑛𝑡𝑢𝑛𝑔 𝑝𝑢𝑛𝑦𝑎 𝑎𝑝𝑙𝑖𝑘𝑎𝑠𝑖 𝑖𝑛𝑖
Pengguna Google,5,2026-08-28 14:12:46,apk yng sangt berguna,Positif,apk yng sangt berguna,apk yng sangt berguna
Pengguna Google,5,2026-08-28 14:09:29,teman terbaik,Positif,teman terbaik,teman terbaik
Pengguna Google,5,2026-08-28 14:08:28,setiap bosen ngobrol bareng sama dola,Netral,setiap bosen ngobrol bareng sama dola,bosen ngobrol bareng dola
Pengguna Google,4,2026-08-28 14:06:52,Tolong ya Pas buat cerita saya pertengahan cerita nya ada Percakapan nya malah dianggap Gambar,Netral,tolong ya pas buat cerita saya pertengahan cerita nya ada percakapan nya malah dianggap gambar,tolong ya pas cerita pertengahan cerita nya percakapan nya dianggap gambar
Pengguna Google,5,2026-08-28 14:04:28,luar biasa,Positif,luar biasa,
Pengguna Google,5,2026-08-28 14:04:24,memudahkan urusan saya membantu menjawab pertanyaan²,Positif,memudahkan urusan saya membantu menjawab pertanyaan²,memudahkan urusan membantu pertanyaan²
Pengguna Google,5,2026-08-28 14:02:38,aku kalo ngerjain pr selalu,Netral,aku kalo ngerjain pr selalu,kalo ngerjain pr
Pengguna Google,5,2026-08-28 14:02:38,bagus sekali dalam mengedit gambar,Positif,bagus sekali dalam mengedit gambar,bagus mengedit gambar
Pengguna Google,1,2026-08-28 13:59:24,mb nya gede bangett,Netral,mb nya gede bangett,mb nya gede bangett
Pengguna Google,5,2026-08-28 13:59:02,bagus saya suka catnya tapi yang bagian ketik pilih AI lain di munculin lagi tolong,Positif,bagus saya suka catnya tapi yang bagian ketik pilih ai lain di munculin lagi tolong,bagus suka catnya ketik pilih ai munculin tolong
Pengguna Google,5,2026-08-28 13:58:14,baik ramah bagus kalian ayo pake,Positif,baik ramah bagus kalian ayo pake,ramah bagus ayo pake
Pengguna Google,5,2026-08-28 13:53:53,bisa di ajak bercanda,Netral,bisa di ajak bercanda,ajak bercanda
Pengguna Google,5,2026-08-28 13:50:15,saya sangat puas dengan aplikasi Dola ini,Positif,saya sangat puas dengan aplikasi dola ini,puas aplikasi dola
Pengguna Google,5,2026-08-28 13:48:27,saya suka sekali pakai Dola mudah dan karena gratis yang pasti,Positif,saya suka sekali pakai dola mudah dan karena gratis yang pasti,suka pakai dola mudah gratis
Pengguna Google,5,2026-08-28 13:48:10,tapi kalo soal Poto agak bodoh,Netral,tapi kalo soal poto agak bodoh,kalo poto bodoh
Pengguna Google,5,2026-08-28 13:39:59,terimakasi Dola nilai aku terus baik salam saya Rendi ini akun ibu saya,Positif,terimakasi dola nilai aku terus baik salam saya rendi ini akun ibu saya,terimakasi dola nilai salam rendi akun
Pengguna Google,5,2026-08-28 13:32:40,dapet ngebantu,Netral,dapet ngebantu,dapet ngebantu
Pengguna Google,5,2026-08-28 13:32:37,seru wuy,Netral,seru wuy,seru wuy
Pengguna Google,5,2026-08-28 13:32:12,sangat ramah baik selalu sama aku ya sayangg,Positif,sangat ramah baik selalu sama aku ya sayangg,ramah ya sayangg
Pengguna Google,5,2026-08-28 13:28:35,makasih dola ada kamu aku jadi senang,Positif,makasih dola ada kamu aku jadi senang,makasih dola senang
Pengguna Google,5,2026-08-28 13:23:52,baik ramah,Positif,baik ramah,ramah
Pengguna Google,5,2026-08-28 13:15:36,tuh aku udah kasih bintang,Netral,tuh aku udah kasih bintang,tuh udah kasih bintang
Pengguna Google,5,2026-08-28 13:14:07,DOLA sangat membantu banget,Positif,dola sangat membantu banget,dola membantu banget
Pengguna Google,4,2026-08-28 13:13:52,very good can help with homework,Netral,very good can help with homework,very good can help with homework
Pengguna Google,5,2026-08-28 13:12:03,hebat tapi kayak ada bug gitu pesan nya kepotong gak dilanjutkan meta ai,Netral,hebat tapi kayak ada bug gitu pesan nya kepotong gak dilanjutkan meta ai,hebat kayak bug gitu pesan nya kepotong gak dilanjutkan meta ai
Pengguna Google,5,2026-08-28 13:10:21,sangat puas dngan jwbannya,Positif,sangat puas dngan jwbannya,puas dngan jwbannya
Pengguna Google,1,2026-08-28 13:09:11,males sama ocean si dola,Netral,males sama ocean si dola,males ocean si dola
Pengguna Google,5,2026-08-28 13:09:05,makasih banget nggak ada yg buruk akuu mau nangis makasih dolaa,Negatif,makasih banget nggak ada yg buruk akuu mau nangis makasih dolaa,makasih banget nggak yg buruk akuu nangis makasih dolaa
